Estado civil,Migración,Sexo,Edad en la matrícula,Extranjero,Necesidades educativas especiales,Moroso,Pago de matrícula en día,Becado,Tasa de desempleo,Tasa de inflación,PIB,Curso,Período,Calificación previa,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (evaluaciones),disciplinas 1º semestre (aprobadas),disciplinas 1º semestre (notas),disciplinas 1º semestre (sin evaluaciones),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (evaluaciones),disciplinas 2º semestre (aprobadas),disciplinas 2º semestre (notas),disciplinas 2º semestre (sin evaluaciones),Target
Soltero,Sí,Femenino,19,No,No,No,Sí,No,8.9,1.4,3.51,Diseño de Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.4,0,0,6,7,6.0,3.4,0,Graduado
Casado,No,Femenino,35,No,No,No,Sí,No,10.8,1.4,1.74,Gestión,Diurno,Educación secundaria,0,1,1,0.0,0.0,1,0,5,0,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,20,No,No,No,Sí,No,7.6,2.6,0.32,Gestión,Diurno,Educación secundaria,0,5,5,4.0,3.0,0,0,4,4,2.0,2.9,0,Matriculado
Soltero,No,Femenino,29,No,No,No,Sí,No,12.7,3.7,-1.7,Educación Básica,Diurno,Educación secundaria,2,8,10,7.0,2.8,0,2,8,11,8.0,2.8,0,Graduado
Soltero,No,Femenino,29,No,No,No,Sí,No,15.5,2.8,-4.06,Gestión (nocturno),Nocturno,Educación secundaria,0,5,11,5.0,2.8,0,0,5,10,4.0,2.6,0,Matriculado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,9.4,-0.8,-3.12,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.2,1,0,8,8,7.0,3.2,1,Matriculado
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,10.8,1.4,1.74,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.4,0,0,8,8,7.0,3.4,0,Graduado
Casado,No,Femenino,25,No,No,Sí,No,No,7.6,2.6,0.32,Servicio Social (nocturno),Nocturno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,7,6.0,3.3,0,0,6,6,6.0,3.4,0,Graduado
Divorciado,No,Femenino,50,No,No,Sí,No,No,8.9,1.4,3.51,Servicio Social (nocturno),Nocturno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,11,0.0,0.0,0,0,5,6,0.0,0.0,0,Desertor
Casado,No,Femenino,24,No,No,No,Sí,No,7.6,2.6,0.32,Gestión,Diurno,Educación secundaria,14,15,17,14.0,2.8,0,13,14,15,13.0,3.2,0,Desertor
Soltero,No,Femenino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,11,0.0,0.0,0,0,5,8,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,20,No,No,No,Sí,No,15.5,2.8,-4.06,Enfermería Veterinaria,Diurno,Educación secundaria,0,6,13,6.0,3.9,0,0,6,13,5.0,3.6,0,Graduado
Soltero,Sí,Femenino,20,No,No,Sí,Sí,Sí,15.5,2.8,-4.06,Agronomía,Diurno,Educación secundaria,13,18,19,18.0,3.8,0,11,13,13,13.0,3.6,0,Graduado
Soltero,No,Femenino,21,No,No,No,Sí,No,9.4,-0.8,-3.12,Gestión (nocturno),Nocturno,Educación secundaria,6,10,20,6.0,2.9,0,5,10,17,5.0,3.1,0,Desertor
Soltero,No,Masculino,28,No,No,Sí,Sí,No,10.8,1.4,1.74,Servicio Social,Diurno,Educación secundaria,2,8,15,7.0,2.8,0,0,6,17,1.0,2.5,0,Matriculado
Soltero,No,Masculino,19,No,No,No,Sí,Sí,12.4,0.5,1.79,Turismo,Diurno,Educación secundaria,0,6,6,6.0,3.2,0,0,6,6,6.0,3.3,0,Graduado
Soltero,No,Masculino,18,No,No,No,Sí,Sí,9.4,-0.8,-3.12,Enfermería,Diurno,Educación secundaria,0,8,8,8.0,3.2,0,0,8,8,8.0,3.2,0,Graduado
Soltero,No,Masculino,22,No,No,No,Sí,No,12.7,3.7,-1.7,Animación y Diseño Multimedia,Diurno,Educación secundaria,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Graduado
Soltero,No,Masculino,25,No,No,No,Sí,No,15.5,2.8,-4.06,Agronomía,Diurno,Curso de especialización tecnológica,0,6,6,0.0,0.0,0,0,6,8,0.0,0.0,0,Desertor
Casado,No,Masculino,37,No,No,No,No,No,11.1,0.6,2.02,Enfermería,Diurno,Educación secundaria,0,7,10,5.0,3.2,0,0,7,9,5.0,3.2,0,Desertor
Soltero,No,Masculino,38,No,No,No,No,No,11.1,0.6,2.02,Enfermería,Diurno,Educación secundaria,0,7,11,5.0,3.0,0,0,7,11,4.0,3.0,0,Desertor
Casado,No,Masculino,36,No,No,No,Sí,No,13.9,-0.3,0.79,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,13,3.0,2.8,0,0,6,12,5.0,2.8,0,Desertor
Soltero,Sí,Masculino,18,No,No,No,Sí,No,12.7,3.7,-1.7,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.2,0,0,8,8,7.0,3.2,0,Graduado
Soltero,No,Masculino,19,No,No,No,No,No,9.4,-0.8,-3.12,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,5,0.0,0.0,0,0,6,0,0.0,0.0,0,Desertor
Soltero,No,Masculino,24,No,No,Sí,Sí,No,9.4,-0.8,-3.12,Zootecnia,Diurno,Educación secundaria,0,5,13,2.0,3.1,2,0,5,8,3.0,3.1,0,Desertor
Soltero,No,Masculino,20,No,No,No,Sí,No,11.1,0.6,2.02,Servicio Social,Diurno,Educación secundaria,0,6,9,5.0,2.8,0,0,6,9,5.0,3.0,0,Graduado
Soltero,Sí,Masculino,21,No,No,No,Sí,No,12.7,3.7,-1.7,Animación y Diseño Multimedia,Diurno,Educación secundaria,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Desertor
Casado,Sí,Masculino,32,No,No,No,Sí,No,7.6,2.6,0.32,Gestión (nocturno),Nocturno,Educación secundaria,0,5,5,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Casado,No,Masculino,39,No,No,No,Sí,No,12.7,3.7,-1.7,Gestión (nocturno),Nocturno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,5,9,0.0,0.0,0,0,5,5,1.0,2.5,0,Desertor
Soltero,No,Masculino,33,No,No,No,No,No,12.7,3.7,-1.7,Ingeniería de Sistemas,Diurno,Educación superior - licenciatura,0,5,6,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Soltero,No,Masculino,20,No,No,No,Sí,Sí,9.4,-0.8,-3.12,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,5,5.0,3.1,0,0,5,5,4.0,2.7,0,Graduado
Soltero,No,Masculino,19,No,No,No,Sí,No,16.2,0.3,-0.92,Agronomía,Diurno,Educación secundaria,0,6,8,6.0,3.9,0,0,6,10,6.0,3.5,0,Graduado
Casado,No,Masculino,43,No,No,No,No,No,13.9,-0.3,0.79,Gestión (nocturno),Nocturno,Educación secundaria,0,5,13,2.0,2.9,0,0,5,12,3.0,2.7,0,Desertor
Casado,No,Masculino,49,No,No,No,Sí,No,16.2,0.3,-0.92,Gestión (nocturno),Nocturno,Educación secundaria,0,5,7,4.0,3.3,0,0,5,9,4.0,2.9,1,Desertor
Soltero,Sí,Masculino,18,No,No,No,Sí,Sí,12.7,3.7,-1.7,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,8,6.0,3.2,0,0,6,6,6.0,3.4,0,Graduado
Soltero,No,Masculino,27,No,No,No,Sí,No,11.1,0.6,2.02,Agronomía,Diurno,Educación secundaria,0,6,6,0.0,0.0,0,0,6,6,0.0,0.0,0,Matriculado
Soltero,Sí,Masculino,19,No,No,No,Sí,Sí,8.9,1.4,3.51,Gestión,Diurno,Educación secundaria,0,5,8,5.0,3.2,0,0,5,9,5.0,3.4,0,Desertor
Soltero,No,Masculino,45,No,No,Sí,Sí,Sí,16.2,0.3,-0.92,Diseño de Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.4,0,0,6,6,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,19,No,No,No,No,No,13.9,-0.3,0.79,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,6,6.0,3.2,0,0,6,8,6.0,3.2,0,Graduado
Soltero,No,Masculino,21,No,No,No,Sí,Sí,13.9,-0.3,0.79,Agronomía,Diurno,Curso de especialización tecnológica,0,6,15,6.0,2.9,0,0,6,8,4.0,2.9,0,Graduado
Soltero,No,Masculino,18,No,No,No,Sí,Sí,13.9,-0.3,0.79,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,8,6.0,3.0,0,0,6,7,5.0,3.2,0,Graduado
Soltero,No,Masculino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Gestión,Diurno,Educación secundaria,0,5,10,0.0,0.0,1,0,5,13,0.0,0.0,0,Desertor
Soltero,No,Masculino,29,No,No,No,No,No,9.4,-0.8,-3.12,Turismo,Diurno,Educación secundaria,0,6,12,0.0,0.0,0,0,6,6,0.0,0.0,6,Desertor
Soltero,No,Masculino,19,No,No,No,Sí,No,9.4,-0.8,-3.12,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,6,5.0,2.9,0,0,5,5,5.0,2.9,0,Graduado
Soltero,Sí,Masculino,18,No,No,No,Sí,Sí,12.4,0.5,1.79,Gestión,Diurno,Educación secundaria,0,5,7,4.0,2.8,0,0,5,6,4.0,3.1,0,Matriculado
Soltero,No,Masculino,22,No,No,No,Sí,Sí,12.4,0.5,1.79,Diseño de Comunicación,Diurno,Curso de especialización tecnológica,2,7,7,7.0,3.1,0,5,9,10,8.0,3.1,0,Graduado
Soltero,Sí,Masculino,18,No,No,No,Sí,Sí,11.1,0.6,2.02,Enfermería,Diurno,Educación secundaria,0,7,7,7.0,3.2,0,0,8,11,8.0,3.2,0,Desertor
Soltero,No,Masculino,20,No,No,No,Sí,No,13.9,-0.3,0.79,Zootecnia,Diurno,Curso de especialización tecnológica,2,6,12,5.0,3.1,0,1,6,11,2.0,3.8,0,Matriculado
Soltero,Sí,Masculino,20,No,No,No,Sí,No,10.8,1.4,1.74,Animación y Diseño Multimedia,Diurno,Educación secundaria,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Desertor
Divorciado,No,Masculino,29,No,No,Sí,Sí,Sí,11.1,0.6,2.02,Gestión de Publicidad y Marketing,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,16,1.0,3.5,0,0,6,7,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,29,No,No,No,Sí,No,7.6,2.6,0.32,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,10,3.0,2.9,0,0,5,8,4.0,2.8,0,Desertor
Soltero,Sí,Masculino,23,No,No,No,Sí,No,9.4,-0.8,-3.12,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,15,1.0,3.2,0,0,6,8,4.0,2.8,0,Matriculado
Soltero,Sí,Masculino,19,No,No,Sí,Sí,No,10.8,1.4,1.74,Animación y Diseño Multimedia,Diurno,Educación secundaria,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,18,No,No,No,Sí,No,7.6,2.6,0.32,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,10,0.0,0.0,0,0,5,11,1.0,3.0,3,Desertor
Casado,Sí,Masculino,22,No,No,No,Sí,No,7.6,2.6,0.32,Turismo,Diurno,Educación secundaria,2,6,13,4.0,2.9,0,2,6,12,2.0,3.1,0,Desertor
Soltero,Sí,Masculino,34,No,No,Sí,Sí,No,10.8,1.4,1.74,Gestión (nocturno),Nocturno,Educación secundaria,6,10,10,7.0,2.9,0,4,10,10,6.0,2.9,0,Desertor
Soltero,No,Masculino,26,No,No,No,Sí,No,13.9,-0.3,0.79,Gestión (nocturno),Nocturno,Educación superior - mestrado,0,5,7,5.0,3.2,0,0,5,7,5.0,3.4,0,Graduado
Soltero,Sí,Masculino,24,No,No,No,Sí,No,11.1,0.6,2.02,Animación y Diseño Multimedia,Diurno,Educación secundaria,12,17,19,13.0,2.9,0,12,17,25,12.0,2.8,0,Desertor
Soltero,Sí,Masculino,17,No,No,No,Sí,Sí,11.1,0.6,2.02,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,8,6.0,3.7,0,0,6,8,6.0,3.4,0,Graduado
Soltero,No,Masculino,21,No,No,No,Sí,No,9.4,-0.8,-3.12,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,11,2.0,2.5,0,0,5,10,3.0,2.6,0,Matriculado
Casado,No,Masculino,34,No,No,No,Sí,No,12.7,3.7,-1.7,Gestión (nocturno),Nocturno,Educación secundaria,0,5,5,5.0,3.6,0,0,5,5,5.0,3.6,0,Matriculado
Soltero,Sí,Masculino,19,No,No,No,Sí,No,12.4,0.5,1.79,Agronomía,Diurno,Curso de especialización tecnológica,0,6,8,6.0,3.2,0,0,6,9,6.0,3.4,0,Graduado
Casado,No,Masculino,49,No,No,Sí,No,No,8.9,1.4,3.51,Agronomía,Diurno,Educación secundaria,4,12,16,5.0,2.9,0,2,7,7,5.0,2.8,0,Desertor
Soltero,No,Masculino,23,No,No,No,Sí,No,13.9,-0.3,0.79,Enfermería,Diurno,Educación secundaria,0,7,14,5.0,3.0,0,0,7,14,6.0,3.0,0,Desertor
Soltero,Sí,Masculino,18,No,No,No,Sí,No,12.4,0.5,1.79,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,10,4.0,2.9,0,0,5,9,3.0,3.6,0,Desertor
Soltero,No,Masculino,20,No,No,No,Sí,No,13.9,-0.3,0.79,Enfermería,Diurno,Educación secundaria,0,7,9,5.0,3.2,0,0,8,9,7.0,3.4,0,Matriculado
Soltero,Sí,Masculino,19,No,No,No,Sí,No,8.9,1.4,3.51,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,6,6.0,3.3,0,0,6,9,5.0,3.4,0,Graduado
Soltero,Sí,Masculino,24,No,No,No,Sí,No,16.2,0.3,-0.92,Agronomía,Diurno,Curso de especialización tecnológica,4,9,13,8.0,3.3,0,5,10,12,9.0,3.3,0,Matriculado
Soltero,Sí,Masculino,18,No,No,No,Sí,No,8.9,1.4,3.51,Gestión,Diurno,Educación secundaria,0,5,5,5.0,3.4,0,0,5,5,5.0,3.8,0,Graduado
Casado,No,Masculino,45,No,No,Sí,No,No,9.4,-0.8,-3.12,Turismo,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,12,0.0,0.0,0,0,6,12,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,30,No,No,No,Sí,No,7.6,2.6,0.32,Gestión (nocturno),Nocturno,Educación secundaria,0,5,5,2.0,2.8,0,0,5,5,0.0,0.0,0,Desertor
Soltero,No,Masculino,28,No,No,No,Sí,No,8.9,1.4,3.51,Gestión (nocturno),Nocturno,Curso de especialización tecnológica,13,15,17,13.0,3.0,0,9,13,13,9.0,2.8,0,Desertor
Soltero,No,Masculino,40,No,No,No,Sí,No,12.7,3.7,-1.7,Gestión (nocturno),Nocturno,Educación secundaria,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,Desertor
Soltero,No,Masculino,32,No,No,No,No,No,10.8,1.4,1.74,Gestión,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,5,5,0.0,0.0,0,0,5,9,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,19,No,No,No,Sí,No,7.6,2.6,0.32,Turismo,Diurno,Educación secundaria,0,6,12,4.0,3.1,0,0,6,12,4.0,2.6,0,Desertor
Soltero,Sí,Masculino,20,No,No,No,Sí,No,16.2,0.3,-0.92,Diseño de Comunicación,Diurno,Educación secundaria,0,6,7,6.0,3.4,0,0,6,7,6.0,3.0,1,Graduado
Soltero,No,Masculino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,10,1.0,2.5,0,0,5,7,0.0,0.0,0,Desertor
Soltero,No,Masculino,20,No,No,No,No,No,10.8,1.4,1.74,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,6,6.0,2.9,0,0,6,9,2.0,3.2,0,Desertor
Soltero,No,Masculino,39,No,No,No,Sí,No,15.5,2.8,-4.06,Gestión (nocturno),Nocturno,Educación secundaria,0,5,7,4.0,3.1,0,0,5,7,4.0,3.2,0,Matriculado
Soltero,No,Masculino,19,No,No,No,No,No,11.1,0.6,2.02,Enfermería Veterinaria,Diurno,Educación secundaria,0,6,11,5.0,3.4,0,0,6,11,5.0,3.4,0,Matriculado
Soltero,No,Masculino,38,No,No,No,Sí,No,7.6,2.6,0.32,Gestión (nocturno),Nocturno,Otro - 11º de escolaridade,0,5,11,2.0,2.6,0,0,5,9,3.0,2.8,1,Matriculado
Soltero,Sí,Masculino,18,No,No,No,Sí,Sí,7.6,2.6,0.32,Enfermería,Diurno,Educación secundaria,0,7,7,6.0,3.3,0,0,7,7,6.0,3.3,0,Graduado
Soltero,Sí,Masculino,18,No,No,No,Sí,Sí,13.9,-0.3,0.79,Enfermería,Diurno,Educación secundaria,0,7,8,7.0,3.1,0,0,8,8,8.0,3.5,0,Graduado
Casado,No,Masculino,28,No,No,No,Sí,No,7.6,2.6,0.32,Zootecnia,Diurno,12º de escolaridade - no concluído,0,5,9,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,31,No,No,No,No,No,12.7,3.7,-1.7,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,14,0.0,0.0,0,0,6,6,0.0,0.0,0,Desertor
Soltero,No,Masculino,23,No,No,No,Sí,No,7.6,2.6,0.32,Enfermería,Diurno,Educación secundaria,0,7,7,6.0,3.4,0,0,7,7,6.0,3.4,0,Graduado
Soltero,Sí,Masculino,21,No,No,No,Sí,No,11.1,0.6,2.02,Enfermería,Diurno,Educación secundaria,0,7,9,6.0,3.1,0,0,8,12,5.0,3.0,0,Matriculado
Soltero,No,Masculino,33,No,No,Sí,No,No,16.2,0.3,-0.92,Servicio Social,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,8,0.0,0.0,0,0,5,6,0.0,0.0,0,Desertor
Soltero,No,Masculino,22,No,No,No,Sí,No,12.7,3.7,-1.7,Gestión,Diurno,Educación secundaria,0,5,9,3.0,3.2,0,0,5,9,3.0,2.9,0,Desertor
Soltero,Sí,Masculino,20,No,No,Sí,Sí,No,12.4,0.5,1.79,Ingeniería de Sistemas,Diurno,Curso de especialización tecnológica,0,5,6,5.0,4.1,0,0,5,7,5.0,4.4,0,Desertor
Soltero,No,Masculino,19,No,No,Sí,Sí,No,8.9,1.4,3.51,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,7,6.0,3.3,0,0,6,9,5.0,3.3,0,Matriculado
Soltero,Sí,Masculino,20,No,No,No,Sí,No,16.2,0.3,-0.92,Enfermería Veterinaria,Diurno,Curso de especialización tecnológica,1,6,11,6.0,3.4,0,1,6,7,6.0,3.3,0,Graduado
Soltero,Sí,Masculino,25,No,No,No,Sí,No,9.4,-0.8,-3.12,Turismo,Diurno,Otro - 11º de escolaridade,0,6,7,6.0,2.8,0,0,6,11,4.0,3.0,0,Matriculado
Soltero,No,Masculino,25,No,No,No,No,No,13.9,-0.3,0.79,Agronomía,Diurno,Educación secundaria,0,6,0,0.0,0.0,0,0,6,0,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,19,No,No,No,Sí,No,9.4,-0.8,-3.12,Diseño de Comunicación,Diurno,Educación secundaria,0,6,7,6.0,3.2,0,0,6,8,6.0,3.0,0,Matriculado
Soltero,Sí,Masculino,20,No,No,No,Sí,No,7.6,2.6,0.32,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,5,5.0,3.2,0,0,5,6,4.0,3.6,1,Graduado
Casado,No,Masculino,33,No,No,No,Sí,No,16.2,0.3,-0.92,Enfermería,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,7,7,5.0,3.3,0,0,7,9,0.0,0.0,0,Matriculado
Soltero,Sí,Masculino,19,No,No,No,Sí,No,7.6,2.6,0.32,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,7,6.0,3.5,0,0,6,8,6.0,3.4,0,Graduado
Soltero,No,Masculino,31,No,No,No,Sí,No,7.6,2.6,0.32,Zootecnia,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,5,5,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Soltero,No,Masculino,24,No,No,Sí,No,No,8.9,1.4,3.51,Ingeniería de Sistemas,Diurno,Curso de especialización tecnológica,2,6,6,2.0,4.0,0,2,7,7,2.0,4.0,0,Desertor
Soltero,No,Masculino,23,No,No,Sí,No,No,15.5,2.8,-4.06,Ingeniería de Sistemas,Diurno,Curso de especialización tecnológica,0,5,5,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Casado,No,Masculino,26,No,No,No,No,Sí,9.4,-0.8,-3.12,Gestión (nocturno),Nocturno,Educación secundaria,0,5,12,3.0,2.7,0,0,5,11,3.0,2.7,0,Desertor
Casado,Sí,Masculino,38,No,No,No,Sí,No,16.2,0.3,-0.92,Diseño de Comunicación,Diurno,Educación superior - bachiller,14,18,18,18.0,3.6,0,13,18,18,18.0,3.6,0,Graduado
Soltero,Sí,Masculino,20,No,No,No,Sí,Sí,8.9,1.4,3.51,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,6,5.0,3.5,0,0,5,7,5.0,3.4,0,Graduado
Soltero,Sí,Masculino,20,No,No,No,Sí,No,12.4,0.5,1.79,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,10,3.0,3.3,0,0,5,11,5.0,3.4,0,Graduado
Soltero,No,Masculino,25,No,No,No,Sí,No,10.8,1.4,1.74,Enfermería Veterinaria,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,0,0.0,0.0,0,0,6,0,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,19,No,No,No,Sí,No,8.9,1.4,3.51,Diseño de Comunicación,Diurno,Educación secundaria,0,6,9,5.0,3.0,0,0,6,10,4.0,2.8,0,Graduado
Soltero,No,Masculino,18,No,No,No,Sí,No,8.9,1.4,3.51,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,6,5.0,4.0,0,0,5,8,5.0,4.0,0,Graduado
Soltero,No,Masculino,28,No,No,No,Sí,No,10.8,1.4,1.74,Gestión (nocturno),Nocturno,Otro - 11º de escolaridade,7,13,13,7.0,2.6,0,5,11,13,5.0,2.6,0,Desertor
Soltero,Sí,Masculino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,5,0.0,0.0,0,0,5,5,0.0,0.0,0,Matriculado
Soltero,Sí,Masculino,20,No,No,No,Sí,Sí,8.9,1.4,3.51,Turismo,Diurno,Educación secundaria,0,6,7,6.0,3.4,0,0,6,8,6.0,3.3,0,Graduado
Soltero,No,Masculino,18,No,No,No,Sí,No,11.1,0.6,2.02,Zootecnia,Diurno,Educación secundaria,0,6,7,6.0,3.6,0,0,6,9,6.0,3.7,0,Graduado
Soltero,Sí,Masculino,19,No,No,No,Sí,No,12.4,0.5,1.79,Gestión,Diurno,Educación secundaria,0,5,7,5.0,2.6,0,0,5,6,4.0,2.6,0,Graduado
Soltero,No,Masculino,24,No,No,Sí,Sí,No,12.7,3.7,-1.7,Enfermería,Diurno,Educación secundaria,0,8,16,2.0,2.6,1,0,8,16,2.0,2.6,1,Desertor
Soltero,Sí,Masculino,21,No,No,No,Sí,No,10.8,1.4,1.74,Enfermería Veterinaria,Diurno,Educación secundaria,0,6,0,0.0,0.0,0,0,6,0,0.0,0.0,0,Desertor
Soltero,No,Masculino,20,No,No,No,Sí,Sí,12.7,3.7,-1.7,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,7,6.0,3.7,0,0,6,6,6.0,3.7,0,Graduado
Soltero,Sí,Masculino,21,No,No,No,Sí,No,13.9,-0.3,0.79,Agronomía,Diurno,Curso de especialización tecnológica,0,6,12,5.0,3.4,0,0,6,6,5.0,3.2,0,Graduado
Casado,No,Masculino,24,No,No,Sí,Sí,No,10.8,1.4,1.74,Odontología,Diurno,Educación secundaria,0,7,7,7.0,3.1,0,0,8,10,7.0,3.4,0,Graduado
Soltero,No,Masculino,27,No,No,No,Sí,No,10.8,1.4,1.74,Gestión (nocturno),Nocturno,Educación secundaria,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,19,No,No,Sí,No,No,8.9,1.4,3.51,Gestión,Diurno,Educación secundaria,0,5,8,4.0,3.1,0,0,5,9,5.0,2.6,0,Matriculado
Soltero,No,Masculino,39,No,No,No,Sí,No,8.9,1.4,3.51,Servicio Social (nocturno),Nocturno,Educación secundaria,3,9,10,9.0,3.3,0,2,7,8,7.0,3.3,0,Graduado
Soltero,No,Masculino,25,No,No,No,Sí,No,12.4,0.5,1.79,Tecnologías de Producción de Biocombustibles,Diurno,Educación secundaria,0,7,13,2.0,3.8,0,0,7,12,2.0,2.9,0,Desertor
Soltero,No,Masculino,18,No,No,No,No,No,9.4,-0.8,-3.12,Animación y Diseño Multimedia,Diurno,Educación superior - licenciatura,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Desertor
Soltero,No,Masculino,19,No,No,No,Sí,No,10.8,1.4,1.74,Diseño de Comunicación,Diurno,Educación secundaria,6,12,12,12.0,3.3,0,6,12,12,12.0,3.2,0,Graduado
Soltero,No,Masculino,21,No,No,No,Sí,Sí,13.9,-0.3,0.79,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,8,5.0,3.5,0,0,6,6,4.0,3.5,0,Graduado
Soltero,No,Masculino,27,No,No,No,Sí,No,8.9,1.4,3.51,Gestión (nocturno),Nocturno,Educación superior - licenciatura (1º ciclo),0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,19,No,No,No,Sí,No,7.6,2.6,0.32,Gestión,Diurno,Educación secundaria,0,5,6,0.0,0.0,0,0,5,6,0.0,0.0,0,Matriculado
Soltero,Sí,Masculino,18,No,No,No,Sí,No,10.8,1.4,1.74,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.3,0,0,8,8,7.0,3.3,0,Matriculado
Soltero,Sí,Masculino,27,No,No,No,Sí,No,9.4,-0.8,-3.12,Gestión de Publicidad y Marketing,Diurno,Educación superior - licenciatura,7,12,12,9.0,3.1,0,6,11,11,6.0,3.3,0,Desertor
Soltero,Sí,Masculino,18,No,No,Sí,Sí,No,12.7,3.7,-1.7,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.2,0,0,6,7,5.0,3.0,0,Desertor
Soltero,No,Masculino,19,No,No,No,Sí,No,9.4,-0.8,-3.12,Zootecnia,Diurno,Educación secundaria,0,5,14,2.0,2.9,2,0,5,8,5.0,2.8,3,Matriculado
Soltero,No,Masculino,19,No,No,No,Sí,No,13.9,-0.3,0.79,Agronomía,Diurno,Curso de especialización tecnológica,0,6,15,3.0,3.3,0,0,6,9,1.0,3.0,0,Desertor
Soltero,No,Masculino,22,No,No,No,Sí,No,15.5,2.8,-4.06,Agronomía,Diurno,Curso de especialización tecnológica,0,6,12,3.0,3.3,0,0,6,12,3.0,3.2,0,Matriculado
